CASE,SERIAL,REF,QUESTNNR,MODE,LANGUAGE,STARTED,AT02_01,AT02_02,AT02_03,AT02_04,AT02_05,AT02_06,AT02_07,AT02_08,AT02_09,AT02_10,AT02_11,AT02_12,AT02_13,AT02_14,AT02_15,AT02_16,AT02_17,AT02_18,AT02_19,AT02_20,AT02_21,AT02_22,AT02_23,AT02_24,AT02_25,AT02_26,AT02_27,AT02_28,AT02_29,AT02_30,AT02_31,AT02_32,AT02_33,AT02_34,AT02_35,AT02_36,AT02_37,AT02_38,AT02_39,AT02_40,AT02_41,AT02_42,AT02_43,AT02_44,AT02_45,AT02_46,AT02_47,MC04,MN01_01,OM01,OM01_05,OM02,OM02_07,OM04_01,OM05_01,OM06_01,OM07_01,OM08_01,OM11,OM11_01,OM11_02,OM11_03,OM11_04,OM11_05,OM11_06,OM11_07,OM11_08,OM11_09,OM11_11,OM11_10,OM11_10a,RG01,RG04,RG03_01,RG05,RS01_01,SD01_08,SD02,SD03,SD04,SD04_07,SD05,SD06_01,SD07_01,SD08,SD08_03,SD09,SD09_04,SD10,SD11,SD13,SD13_02,SD15,SE01_13,SE01_10,SE01_01,SE01_07,SE01_12,SE01_15,SE01_09,SE01_17,SE01_08,SE01_14,SE01_18,SE01_16,SE01_03,SE01_05,SE01_04,SE01_11,SE01_06,SE01_02,WC03,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME_SUM,MAILSENT,LASTDATA,STATUS,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI
557,,,base,interview,ger,2025-06-10 20:01:03,5.0,4.0,5.0,6.0,2.0,6.0,1.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,6.0,5.0,5.0,4.0,1.0,6.0,1.0,1.0,6.0,5.0,5.0,3.0,1.0,6.0,1.0,6.0,6.0,1.0,5.0,6.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,3.0,1.0,5.0,1.0,6.0,1.0,,1.0,,2.0,,"Soziale Roboter können das Üben spielerischer und unterhaltsamer gestalten, was besonders für Kinder und Anfänger motivierend wirkt.

 Roboter können positives Feedback geben, was das Selbstbewusstsein stärkt und zum Dranbleiben motiviert.","Roboter können technische Aspekte wie Tonhöhe oder Rhythmus beurteilen, aber nicht die emotionale Tiefe oder musikalische Interpretation wie ein menschlicher Lehrer
Sie fördern oft strukturiertes Üben, aber nicht unbedingt kreative Improvisation oder Ausdruck.","
Kinder profitieren von sozialen Robotern beim Üben, weil sie das Lernen spielerischer, motivierender und strukturierter machen. Roboter geben geduldig Feedback, helfen bei der Routine und passen sich dem Lernstil der Kinder an.","Soziale Roboter können teuer, technisch fehleranfällig und unmusikalisch im Ausdruck sein. Sie ersetzen keine echten sozialen Kontakte und könnten Kinder überfordern oder zu stark auf Technik fixieren.","Ist gelungen, hat Spaß gemacht ein bisschen darüber nachdenken zu können. Wird evtl. zukünftig eingeführt, wer weiß was die Zukunft bringt. ",4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,2.0,2.0,,2.0,2.0,21.0,2.0,2.0,3.0,,1.0,12.0,5.0,1.0,,3.0,,4.0,4.0,3.0,,-9.0,5.0,4.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1,16,78.0,7.0,4.0,182.0,138.0,387.0,53.0,9.0,874,,2025-06-10 20:15:37,,1,0,9,9,3,1,1.62
559,,,base,interview,ger,2025-06-10 20:02:29,6.0,1.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,1.0,4.0,3.0,4.0,6.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,3.0,6.0,4.0,6.0,4.0,6.0,1.0,1.0,6.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,6.0,1.0,6.0,1.0,,2.0,,2.0,,Die Lehrkraft kann sich auf andere Schüler konzentrieren ,Das die Kinder nur noch technische Geräte verwenden werden ,"Ein Roboter ist kein Mensch und hat immer die selbe Stimme, sie wird weder erhöht noch positiv. ","Weil Schülern sowieso schon zu viel an den Geräten hängen, sei es ein Smartphone sei es ein PC oder sonstiges ",Es wie sicherlich hilfreich sein Vorallem für autistisch Schüler,5.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,2.0,2.0,,2.0,3.0,37.0,2.0,1.0,6.0,,2.0,,,-9.0,,-9.0,,4.0,4.0,3.0,,1.0,1.0,4.0,4.0,4.0,4.0,5.0,6.0,4.0,5.0,6.0,6.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,1,11,103.0,13.0,22.0,1099.0,135.0,213.0,36.0,9.0,762,,2025-06-10 20:29:50,,1,0,9,9,6,3,1.33
571,,,base,interview,ger,2025-06-10 20:25:01,3.0,6.0,6.0,6.0,4.0,2.0,1.0,5.0,3.0,1.0,5.0,3.0,5.0,5.0,1.0,6.0,6.0,1.0,1.0,6.0,5.0,5.0,2.0,5.0,5.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,6.0,2.0,1.0,3.0,2.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,6.0,1.0,,5.0,Saugroboter,2.0,,Auch bei öfterem falschen Spielen der Stücke nicht die Nerven verlieren.,Weltherrschaft und Sauberkeit,Bessere pädagogische ,Soziale Abschottung des Kindes ,,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,Dieser Roboter im China Restaurant der das bestellte Gericht liefert,1.0,3.0,22.0,4.0,2.0,3.0,,1.0,6.0,15.0,1.0,,3.0,,4.0,1.0,2.0,16.0,-9.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,6.0,2.0,4.0,6.0,6.0,2.0,5.0,4.0,1,25,212.0,180.0,11.0,453.0,237.0,257.0,226.0,5.0,1295,,2025-06-10 20:51:48,,1,0,9,9,3,1,1.0
573,,,base,interview,ger,2025-06-10 20:25:25,4.0,3.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,1.0,5.0,4.0,5.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,1.0,6.0,1.0,,1.0,,2.0,,.,.,.,.,Woher soll ich wissen ob ein Kind den Roboter zerstört?,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,Staubsaugerroboter,1.0,1.0,21.0,2.0,2.0,4.0,,1.0,7.0,8.0,1.0,,3.0,,4.0,1.0,2.0,14.0,-9.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,1,7,137.0,22.0,19.0,232.0,207.0,123.0,65.0,9.0,821,,2025-06-10 20:39:06,,1,0,9,9,2,0,1.4
576,,,base,interview,ger,2025-06-10 20:27:53,6.0,2.0,5.0,2.0,4.0,4.0,1.0,2.0,6.0,1.0,4.0,4.0,3.0,1.0,2.0,6.0,6.0,3.0,4.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,2.0,2.0,5.0,2.0,3.0,1.0,3.0,5.0,5.0,3.0,2.0,4.0,1.0,4.0,2.0,6.0,1.0,3.0,5.0,1.0,6.0,1.0,,3.0,,2.0,,"Entlastung der Lehrkraft, günstigere Preise",Roboter könnte zu unemotional sein,Falsche Noten werden optimal erkannt,Stromverbrauch,,9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,Roboter im Restaurant,2.0,1.0,22.0,2.0,2.0,3.0,,1.0,6.0,16.0,1.0,,3.0,,4.0,1.0,2.0,18.0,-9.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,24,174.0,100.0,32.0,274.0,106.0,290.0,70.0,34.0,1002,,2025-06-10 20:46:17,,1,0,9,9,3,1,0.83
577,,,base,interview,ger,2025-06-10 20:29:09,4.0,6.0,4.0,1.0,1.0,6.0,4.0,1.0,5.0,1.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,2.0,4.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,3.0,5.0,6.0,3.0,4.0,6.0,2.0,6.0,4.0,4.0,6.0,6.0,2.0,6.0,4.0,3.0,4.0,4.0,6.0,1.0,6.0,1.0,,5.0,R2D2,3.0,,"Günstiger als Musiklehrer, bessere Akzeptanz bei Kindern aus Bildungsfernen Elternhäusern, niederschwelliges Angebot",Keine Sorgen,Es würde ärmeren Kindern oder autistischen Kindern helfen,Keine Gründe,Nein,6.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,"Autonomes Fahrsystem, Packroboter",2.0,1.0,56.0,1.0,1.0,5.0,,1.0,4.0,10.0,1.0,,3.0,,4.0,1.0,2.0,52.0,1.0,6.0,6.0,4.0,5.0,5.0,4.0,6.0,6.0,5.0,6.0,5.0,5.0,4.0,6.0,5.0,3.0,5.0,6.0,1,31,94.0,80.0,28.0,167.0,143.0,259.0,88.0,9.0,840,,2025-06-10 20:44:08,,1,0,9,9,1,0,1.0
580,,,base,interview,ger,2025-06-10 20:36:23,4.0,4.0,5.0,3.0,4.0,5.0,3.0,2.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,6.0,3.0,3.0,5.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,6.0,1.0,,3.0,,2.0,,"Entlastung, der Musikkraft, standardisiertes Wissen, unendliche Geduld, demmkind sind Fehler vielleicht weniger peinlich?","Die emotionale Bindung zu einem Roboter könnte schwierig sein. Ein Roboter kann sozialer Probleme des Kindes schwer erkennen und einwirken wie ein Mensch, daher sollte er nur kombiniert eingesetzt werden ","Finde es spannend und sehe durchaus genannte Vorteile, Kinder lieben Technik ","Helfen ja, komplett übernehmen nein",War sehr interessant sich damit auseinander zu setzen,9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,Bedienroboter in einem Restaurant ,1.0,3.0,44.0,2.0,1.0,4.0,,1.0,10.0,3.0,1.0,,3.0,,4.0,4.0,2.0,30.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1,104,187.0,39.0,25.0,262.0,212.0,261.0,87.0,11.0,1101,,2025-06-10 20:56:12,,1,0,9,9,1,0,0.81
584,,,base,interview,ger,2025-06-10 20:50:55,3.0,2.0,2.0,3.0,1.0,6.0,1.0,2.0,6.0,5.0,6.0,1.0,1.0,2.0,1.0,4.0,5.0,4.0,2.0,6.0,2.0,5.0,1.0,1.0,2.0,6.0,2.0,3.0,1.0,5.0,1.0,4.0,6.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,6.0,1.0,,3.0,,2.0,,"Meiner Meinung nach könnten sie objektiveres Feedback geben, das gerade Kinder mit einer geringeren Frustrationstoleranz besser annhemen könne als von einem Musiklehrer. Sie könnten auch genutzt werden, um die Stunden moderner zu gestalten. Weiterhin kann ein positver Effekt sein, dass die Übungen individueller angepasst werden. Zudem kann ein Roboter auch Ergebnisse besser, objektiver und schneller auswerten.","Trotzdem können Roboter nicht so empathisch sein, wie ein menschlicher Leherer und hat das nötige Feingefühl nicht. 
Er kann erkennen, auf welche Art und Weise das Kind am besten lernt, wie man ihm am besten Feedback gibt, das das Kinder weiterbringt. Dazu muss ein Musiklehrer nicht programmiert werden. Der Leherer kann zudem auch als besserers Beispiel dienen, wenn man an Körperhaltung o.ä. beim Lernen eines Instruments denkt.","Der Grund des objektiven Feedback geben, ist für mich der einzige Grund. ","Wie schon beschrieben, können Roboter nicht empathisch auf die Kinder eingehen. ",Nein,5.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,2.0,,2.0,1.0,24.0,1.0,2.0,4.0,,1.0,10.0,6.0,1.0,,3.0,,4.0,1.0,2.0,15.0,-9.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1,23,90.0,12.0,6.0,211.0,154.0,983.0,57.0,16.0,1552,,2025-06-10 21:16:48,,1,0,9,9,3,1,1.26
585,,,base,interview,ger,2025-06-10 20:51:21,6.0,1.0,6.0,6.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,3.0,5.0,1.0,6.0,1.0,6.0,1.0,1.0,4.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,,4.0,,8.0,,"Keine, denn Bildung und Erziehung hat erwas mit Beziehung zu tun und ich wünsche jedem Kind echt Beziehungen zu Lehrern und keine zu Robotern.","Das das digitale eben nicht die tatsächlichen emotionalen Ebenen anspricht, die Musik ja gerade ausmachen.

Das tmTraining allein ohne Roboter hat keinen Nachteil und ist wichtig für die persönliche Entwicklung.
Wer nur durch einen Roboter informiert oder korrigiert wird und nicht lernt, es selbst zu hören, der macht sich abhängig.
",Ich habe keine Grpnde dafür!,"Musik machen ist mehr als 0 und 1.
Das digitale hilft da nicht weiter, weil es um Herzensbildung und die Entwicklung bon Personen geht und nicht darum, ob man in jedem Gebiet des Lebens Digitales braucht.","Wer genau braucht solche Roboter?
Es ist schontrostlos genug, dass Kuschelrobben bei Dementen eingesetzt werden.",3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,,2.0,1.0,45.0,1.0,1.0,7.0,Magister,1.0,7.0,11.0,1.0,,3.0,,3.0,1.0,2.0,36.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,6.0,4.0,6.0,6.0,6.0,4.0,5.0,4.0,5.0,6.0,5.0,3.0,1,12,123.0,21.0,39.0,176.0,124.0,341.0,120.0,4.0,960,,2025-06-10 21:07:21,,1,0,9,9,2,1,1.24
586,,,base,interview,ger,2025-06-10 20:52:18,4.0,6.0,4.0,6.0,1.0,6.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,6.0,1.0,5.0,6.0,2.0,2.0,5.0,5.0,6.0,2.0,4.0,5.0,1.0,4.0,5.0,1.0,4.0,1.0,4.0,5.0,4.0,3.0,3.0,6.0,4.0,1.0,5.0,4.0,3.0,3.0,2.0,5.0,1.0,6.0,1.0,,3.0,,5.0,,Lernen wird interessanter und macht mehr Spaß.,Roboter funktioniert zu schlecht um ein Musiklehrer zu ersetzen. ,Früher Kontakt mit Technik für Kinder.,Roboter kann zu viele Fehler machen und das Üben ineffizienter machen.,,7.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,2.0,,2.0,2.0,22.0,2.0,2.0,4.0,,1.0,5.0,16.0,1.0,,3.0,,4.0,1.0,2.0,16.0,-9.0,4.0,2.0,1.0,2.0,4.0,2.0,5.0,2.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1,13,177.0,17.0,35.0,321.0,219.0,317.0,112.0,17.0,1228,,2025-06-10 21:12:46,,1,0,9,9,4,1,0.88
589,,,base,interview,ger,2025-06-10 21:05:00,6.0,1.0,6.0,6.0,4.0,6.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,6.0,1.0,6.0,6.0,6.0,1.0,6.0,3.0,6.0,2.0,4.0,4.0,4.0,6.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,6.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,6.0,1.0,,1.0,,2.0,,Dass die Schüler mehr über Musik und die Instrumente lernen können. ,dass es nur um Technik geht und nicht mehr um das Gefühl dass Musik auslöst,Siehe Punkt 9,Wie geht man mit der Datensicherheit um? ,Nein,6.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,2.0,,2.0,1.0,43.0,2.0,2.0,7.0,Dipl. Ing. ,1.0,5.0,12.0,1.0,,4.0,"In der Schule, zu Hause und Einzelunterricht in der Musikschule",4.0,4.0,2.0,43.0,-9.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,5.0,3.0,2.0,1,16,126.0,15.0,39.0,208.0,188.0,251.0,263.0,32.0,949,,2025-06-10 21:23:58,,1,0,9,9,3,1,0.9
590,,,base,interview,ger,2025-06-10 21:05:37,5.0,2.0,5.0,6.0,2.0,5.0,2.0,4.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,6.0,6.0,2.0,3.0,2.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,1.0,3.0,1.0,4.0,3.0,4.0,1.0,5.0,4.0,1.0,3.0,1.0,5.0,1.0,4.0,3.0,4.0,3.0,1.0,6.0,1.0,,4.0,,3.0,,Grenzenlose geduld beim Roboter ,Zu feste Bindung keine Kommunikation untereinander bei menschen,Sie behandeln alle gleich ,Neue Technologie ,,8.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,Staubsaugerroboter und rasenmährroboter ,1.0,1.0,36.0,2.0,2.0,5.0,,2.0,,,-9.0,,-9.0,,4.0,4.0,3.0,,-9.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,2.0,4.0,4.0,1,85,142.0,31.0,80.0,326.0,192.0,165.0,36.0,17.0,1006,,2025-06-10 21:23:31,,1,0,9,9,7,4,0.93
598,,,base,interview,ger,2025-06-10 21:33:04,5.0,3.0,5.0,4.0,2.0,5.0,1.0,3.0,5.0,2.0,4.0,2.0,3.0,5.0,4.0,6.0,6.0,4.0,4.0,6.0,3.0,6.0,3.0,5.0,6.0,2.0,5.0,2.0,5.0,2.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,6.0,1.0,,1.0,,2.0,,"Informationsquelle 
Bessere Lerneffekte
Bessere Nutzung von Zeiträumen zum üben","Abhängigkeit des Kindes gegenüber dem Roboter
Zu wenig menschliche Interaktion
Umweltbelastung",Damit Kinder zu Hause besser und effektiver lernen können.,Kinder sollten nicht uu abhängig von bestimmten Technologien werden.,,9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,Während einer Studie habe ich ein Gespräch mit einem humanoiden Roboter führen dürfen.,1.0,3.0,23.0,1.0,2.0,4.0,,2.0,,,-9.0,,-9.0,,4.0,4.0,3.0,,-9.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,3.0,5.0,1,6,55.0,35.0,15.0,107.0,132.0,205.0,24.0,8.0,587,,2025-06-10 21:42:51,,1,0,9,9,7,4,1.88
602,,,base,interview,ger,2025-06-10 21:45:36,2.0,3.0,2.0,6.0,2.0,6.0,1.0,3.0,5.0,4.0,5.0,3.0,4.0,6.0,2.0,5.0,6.0,3.0,3.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,5.0,1.0,5.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,1.0,6.0,1.0,,3.0,,2.0,,"Entlastung der Lehrkraft, bessere Zugänglichkeit von Musikunterricht, bessere Qualität des Unterrichts","""Stehlen"" der Arbeit von Lehrkräften, Datenschutz","Bessere Zugänglichkeit von Musikunterricht, bessere Qualität des Unterrichts","""Stehlen"" der Arbeit von Lehrkräften, Datenschutz",,6.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,"Ein Roboter, der Essen und Getränke an Tische in Restaurants bringt.",2.0,1.0,24.0,2.0,2.0,4.0,,1.0,8.0,3.0,1.0,,3.0,,4.0,4.0,2.0,3.0,-9.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,4.0,4.0,5.0,5.0,1,25,462.0,82.0,105.0,320.0,314.0,445.0,93.0,32.0,1481,,2025-06-10 22:16:54,,1,0,9,9,3,1,0.51
604,,,base,interview,eng,2025-06-10 21:52:41,5.0,4.0,6.0,1.0,4.0,6.0,2.0,3.0,5.0,1.0,4.0,3.0,2.0,1.0,1.0,4.0,6.0,5.0,2.0,5.0,4.0,5.0,3.0,1.0,6.0,6.0,3.0,2.0,5.0,2.0,5.0,4.0,3.0,4.0,6.0,2.0,3.0,4.0,2.0,3.0,1.0,4.0,4.0,1.0,4.0,1.0,6.0,1.0,,3.0,,2.0,,"I feel it should be applied only as a checking mechanism, and shouldn't be allowed to make connections with the students. Application of non-human sounding voice and lack of emotions is supported.",If the robots are given an emotional quotient the students may get attached to them and give them humanly values. It can drastically hurt the child's growing.,"Only as a correction and checking device, to ensure both the student and the supervising teacher are within their boundaries, thereby reducing human error.",If the robots are given an emotional quotient the students may get attached to them and give them humanly values. It can drastically hurt the child's growing.,More of a question? Is the questionnaire a study of my induvidual understanding of human robot interaction or am i part of a focus group to see the potential of social robots?,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,"Robot cleaners do count right, not a humanoid",2.0,1.0,26.0,2.0,2.0,4.0,,1.0,11.0,2.0,1.0,,3.0,,4.0,4.0,2.0,3.0,-9.0,6.0,4.0,4.0,5.0,4.0,4.0,6.0,5.0,6.0,6.0,4.0,3.0,5.0,3.0,4.0,5.0,3.0,4.0,1,42,175.0,36.0,23.0,198.0,161.0,354.0,66.0,462.0,1066,,2025-06-10 22:17:58,,1,0,9,9,2,0,0.8
606,,,base,interview,eng,2025-06-10 22:05:11,4.0,2.0,5.0,6.0,5.0,6.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,6.0,2.0,5.0,6.0,3.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,5.0,1.0,6.0,1.0,,3.0,,2.0,,"Taking load off the teacher.
Giving children more detailed attention than one teacher on his own could for a group.
Help children improve.","Children not understanding the difference between robots and humans.
Robots failing their tasks and who is responsible if they do?",Seeing if they help the children learn better and faster.,Worrying the children will be harmed emotionally or physically.,No,7.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,Humanoid robot,2.0,2.0,22.0,2.0,2.0,6.0,,2.0,,,-9.0,,-9.0,,4.0,4.0,2.0,4.0,-9.0,5.0,5.0,6.0,6.0,5.0,4.0,6.0,4.0,4.0,5.0,5.0,4.0,6.0,3.0,4.0,4.0,5.0,5.0,1,18,167.0,24.0,15.0,257.0,213.0,258.0,83.0,6.0,1041,,2025-06-10 22:22:32,,1,0,9,9,6,3,1.12
607,,,base,interview,ger,2025-06-10 22:16:51,3.0,3.0,4.0,4.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,6.0,1.0,,1.0,,3.0,,Umfangreiches fachliches Wissen ,Weniger Motivation ,Technische Neugierde ,Sehr keine Notwendigkeit ,"Leider waren viele Fragen nicht klar formuliert, sodass sich das Antworten schwierig gestaltet hat. Man wusste nicht immer, ob man die Frage richtig verstanden hat.",5.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,2.0,,2.0,1.0,26.0,1.0,2.0,4.0,,2.0,,,-9.0,,-9.0,,4.0,4.0,3.0,,-9.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,1,10,340.0,9.0,43.0,311.0,217.0,205.0,55.0,19.0,995,,2025-06-10 22:37:00,,1,0,9,9,7,4,1.12
608,,,base,interview,ger,2025-06-10 22:20:02,4.0,4.0,4.0,6.0,2.0,5.0,1.0,1.0,5.0,4.0,5.0,1.0,4.0,6.0,3.0,4.0,4.0,4.0,3.0,6.0,2.0,6.0,2.0,3.0,5.0,2.0,4.0,4.0,1.0,4.0,1.0,6.0,6.0,4.0,4.0,2.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,6.0,1.0,,3.0,,5.0,,-,-,-,-,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,,2.0,1.0,27.0,1.0,2.0,5.0,,1.0,12.0,6.0,1.0,,3.0,,4.0,4.0,2.0,6.0,-9.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,7,114.0,13.0,40.0,203.0,118.0,102.0,74.0,13.0,684,,2025-06-10 22:31:27,,1,0,9,9,4,1,1.47
624,,,base,interview,ger,2025-06-11 04:29:41,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,4.0,6.0,5.0,1.0,6.0,6.0,1.0,1.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,1.0,6.0,1.0,6.0,6.0,6.0,6.0,1.0,6.0,3.0,3.0,5.0,6.0,3.0,3.0,6.0,1.0,6.0,1.0,,4.0,,8.0,,"...sofern möglich, eine gleich bleibende Bewertung ohne emotionale Einflüsse auf Menschen, zum Beispiel durch Müdigkeit oder Probleme zu Hause in der Partnerschaft oder weil eine Lehrkraft ein Kind einfach nicht leiden kann…","...ich habe keine Sorgen und sehe auch keine Nachteile, außer dass eventuell der menschliche Job ersetzt werden kann…","...wenn man zum Beispiel Roboter zu Hause einsetzen könnte, könnte man jederzeit üben und eine Unterrichtsstunde abhalten. Wenn das Kind zum Beispiel mehr Lust darauf hat oder bessere Laune, so muss man ja immer die Musikschule aufsuchen…","...da wir Menschen uns unser Leben mit Apps und Thermomix und sonstigem das Leben erleichtern, gibt es für mich nichts, warum ich nicht daran interessiert sein sollte...","...ich fand den sehr umfangreich, aber trotzdem gut und ausreichend angelegt und auch die beiden Fragen zur Überprüfung, ob man liest, fand ich ein bisschen witzig…",8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,2.0,,2.0,1.0,44.0,2.0,1.0,6.0,,2.0,,,-9.0,,-9.0,,4.0,1.0,1.0,,1.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,4.0,4.0,6.0,1,40,170.0,21.0,134.0,369.0,209.0,368.0,66.0,14.0,1285,,2025-06-11 04:52:52,,1,0,9,9,6,3,0.73
